timestamp,screen_x,screen_y,direction,h_ratio,v_ratio
1779067734.4027,881,264,Center,0.4589,0.2447
1779067734.4203,895,307,Center,0.4667,0.2846
1779067734.4345,920,315,Center,0.4796,0.2922
1779067734.4487,932,315,Center,0.4855,0.2919
1779067734.4833,948,303,Center,0.494,0.281
1779067734.514,961,294,Center,0.5009,0.2724
1779067734.5431,969,259,Center,0.5048,0.2401
1779067734.5756,964,227,Center,0.5024,0.2107
1779067734.6062,961,222,Center,0.501,0.2058
1779067734.6716,935,198,Center,0.4874,0.1837
1779067734.7021,918,205,Center,0.4786,0.1899
1779067734.7358,901,200,Center,0.4695,0.186
1779067734.7663,891,215,Center,0.4645,0.1994
1779067734.8164,884,195,Center,0.4605,0.181
1779067734.8468,891,212,Center,0.4645,0.1964
1779067734.8664,900,200,Center,0.4692,0.1856
1779067734.8825,911,213,Center,0.4747,0.1975
1779067734.9111,912,214,Center,0.4753,0.1987
1779067734.9421,910,248,Center,0.474,0.2296
1779067734.9773,904,268,Center,0.471,0.2486
1779067735.1251,893,294,Center,0.4653,0.2723
1779067735.1335,881,314,Center,0.4592,0.2913
1779067735.1643,866,315,Center,0.4513,0.292
1779067735.1806,848,308,Center,0.4421,0.2852
1779067735.1988,829,316,Center,0.4319,0.2928
1779067735.2166,838,321,Center,0.4366,0.2973
1779067735.2403,848,323,Center,0.4419,0.2995
1779067735.2721,851,319,Center,0.4437,0.2955
1779067735.3064,860,314,Center,0.4482,0.2909
1779067735.3289,856,284,Center,0.4459,0.2637
1779067735.3581,830,273,Center,0.4325,0.2533
1779067735.39,807,242,Center,0.4205,0.2246
1779067735.4241,788,276,Center,0.4109,0.2561
1779067735.4731,769,281,Center,0.4009,0.2603
1779067735.5041,768,328,Center,0.4001,0.3045
1779067735.5331,786,332,Center,0.4094,0.308
1779067735.5687,795,333,Center,0.4144,0.3085
1779067735.6022,803,292,Center,0.4185,0.2712
1779067735.6346,822,285,Center,0.4285,0.2644
1779067735.6664,830,255,Center,0.4323,0.2362
1779067735.6949,841,239,Center,0.4383,0.2214
1779067735.7289,879,259,Center,0.4579,0.24
1779067735.7613,901,260,Center,0.4695,0.2417
1779067735.7923,918,233,Center,0.4784,0.2165
1779067735.8232,931,198,Center,0.4852,0.1842
1779067735.8567,922,204,Center,0.4805,0.1891
1779067735.8884,883,204,Center,0.4602,0.1894
1779067735.9201,880,228,Center,0.4583,0.2112
1779067735.9524,867,263,Center,0.4516,0.2437
1779067735.9874,848,307,Center,0.4418,0.2849
1779067736.0164,850,318,Center,0.4427,0.295
1779067736.0477,852,325,Center,0.4442,0.3018
1779067736.0936,840,334,Center,0.4378,0.3097
1779067736.1263,829,338,Center,0.4322,0.3137
1779067736.1586,829,311,Center,0.432,0.2887
1779067736.1904,803,314,Center,0.4184,0.2914
1779067736.2232,799,293,Center,0.4162,0.2722
1779067736.2548,810,256,Center,0.4222,0.2379
1779067736.2886,817,233,Center,0.4257,0.2163
1779067736.32,832,240,Center,0.4337,0.2225
1779067736.3542,862,228,Center,0.4491,0.2118
1779067736.3859,868,248,Center,0.4523,0.2298
1779067736.4144,870,255,Center,0.4532,0.2366
1779067736.4468,881,266,Center,0.4591,0.2468
1779067736.4801,871,235,Center,0.4542,0.2179
1779067736.5132,859,213,Center,0.4478,0.1976
1779067736.5428,846,215,Center,0.4408,0.1999
1779067736.5749,822,229,Center,0.4282,0.2121
1779067736.6086,806,233,Center,0.42,0.2163
1779067736.672,793,264,Center,0.4132,0.245
1779067736.704,788,260,Center,0.4106,0.2412
1779067736.7539,809,252,Center,0.4215,0.2343
1779067736.7867,823,257,Center,0.4288,0.2388
1779067736.7985,827,271,Center,0.4308,0.2517
1779067736.8165,838,287,Center,0.4367,0.2662
1779067736.8516,843,325,Center,0.4392,0.301
1779067736.8802,819,342,Center,0.4269,0.317
1779067736.9114,809,350,Center,0.4217,0.3249
1779067736.9445,808,315,Center,0.4212,0.2919
1779067736.9742,800,305,Center,0.4172,0.283
1779067737.0066,798,286,Center,0.4158,0.2652
1779067737.0743,790,255,Center,0.4115,0.2364
1779067737.1028,782,219,Center,0.4076,0.203
1779067737.1365,776,232,Center,0.4045,0.215
1779067737.169,785,246,Center,0.409,0.2285
1779067737.1986,800,244,Center,0.4167,0.2267
1779067737.2315,824,255,Center,0.4293,0.2366
1779067737.2662,844,265,Center,0.44,0.2456
1779067737.2954,858,275,Center,0.447,0.2547
1779067737.3279,856,268,Center,0.4463,0.2487
1779067737.3752,837,266,Center,0.4364,0.2472
1779067737.4085,830,263,Center,0.4325,0.2438
1779067737.4206,826,281,Center,0.4306,0.2607
1779067737.473,819,282,Center,0.4268,0.2615
1779067737.504,830,267,Center,0.4325,0.2479
1779067737.5352,843,291,Center,0.4394,0.2698
1779067737.5679,837,288,Center,0.4362,0.2667
1779067737.5984,826,272,Center,0.4303,0.2524
1779067737.6313,802,250,Center,0.4178,0.2322
1779067737.6625,793,227,Center,0.4131,0.2103
1779067737.6941,783,161,Center,0.4081,0.1496
1779067737.7266,822,114,Center,0.4281,0.1057
1779067737.7585,834,109,Center,0.4347,0.1011
1779067746.4678,833,106,Center,0.4342,0.0984
1779067746.5988,820,80,Center,0.4272,0.0748
1779067746.704,771,129,Center,0.4017,0.1195
1779067746.8024,704,129,Left,0.3669,0.1195
1779067746.913,633,86,Left,0.3297,0.0797
1779067747.0215,608,78,Left,0.3171,0.0724
1779067747.1267,561,106,Left,0.2924,0.0987
1779067747.2241,619,58,Left,0.3229,0.054
1779067747.3312,641,103,Left,0.3339,0.096
1779067747.4477,707,108,Left,0.3686,0.1009
1779067747.5563,693,123,Left,0.3611,0.1141
1779067747.6554,706,131,Left,0.3677,0.1215
1779067747.7764,674,131,Left,0.3513,0.1215
1779067747.8877,639,85,Left,0.3332,0.0796
1779067747.9912,609,80,Left,0.3173,0.0746
1779067748.093,576,36,Left,0.3001,0.0337
1779067748.2191,581,0,Left,0.3029,0.0
1779067748.3329,526,37,Left,0.2741,0.0348
1779067748.8386,535,37,Left,0.2787,0.0348
1779067748.9471,524,43,Left,0.2731,0.0399
1779067749.0626,511,105,Left,0.2664,0.0981
1779067749.1651,465,152,Left,0.2424,0.1415
1779067749.2742,506,164,Left,0.264,0.1527
1779067749.3722,512,164,Left,0.267,0.1527
1779067749.4801,562,205,Left,0.293,0.1902
1779067749.5833,710,142,Left,0.3702,0.1319
1779067749.6921,800,95,Center,0.4172,0.0885
1779067758.5001,776,103,Center,0.4044,0.096
