timestamp,screen_x,screen_y,direction,h_ratio,v_ratio
1779070835.4733,925,324,Center,0.482,0.3003
1779070835.494,923,321,Center,0.4808,0.2976
1779070835.5249,921,311,Center,0.4801,0.2882
1779070835.5585,928,294,Center,0.4834,0.2726
1779070835.5979,933,297,Center,0.4863,0.2755
1779070835.6381,939,286,Center,0.4895,0.2649
1779070835.6686,956,294,Center,0.4982,0.2728
1779070835.7028,976,302,Center,0.5085,0.2801
1779070835.7343,992,321,Center,0.5169,0.298
1779070835.7677,1005,340,Center,0.524,0.3148
1779070835.8013,1015,353,Center,0.5287,0.3276
1779070835.8316,1011,358,Center,0.5269,0.3317
1779070835.8649,1004,378,Center,0.5231,0.3506
1779070835.8955,1001,399,Center,0.5219,0.3698
1779070835.9299,997,402,Center,0.5196,0.3731
1779070835.9591,995,416,Center,0.5187,0.3854
1779070835.9898,1001,418,Center,0.5214,0.3874
1779070836.0235,981,400,Center,0.511,0.3706
1779070836.0542,956,378,Center,0.4984,0.3504
1779070836.0887,927,357,Center,0.4832,0.3314
1779070836.2379,906,345,Center,0.4722,0.3201
1779070836.2723,874,330,Center,0.4557,0.3062
1779070836.2935,909,345,Center,0.4738,0.32
1779070836.3303,894,301,Center,0.4661,0.2789
1779070836.9987,723,453,Left,0.3769,0.4202
1779070837.0088,546,601,Left,0.2844,0.557
1779070837.5258,571,638,Left,0.2979,0.5915
1779070837.6245,528,640,Left,0.275,0.5926
1779070837.7278,541,660,Left,0.2823,0.6117
1779070837.8302,715,478,Left,0.3725,0.4435
1779070837.9278,901,331,Center,0.4693,0.3072
1779070838.1578,853,295,Center,0.4446,0.2738
1779070838.2623,862,291,Center,0.4492,0.2703
1779070838.3686,878,290,Center,0.4576,0.2693
1779070838.4587,901,301,Center,0.4694,0.2792
1779070838.5578,883,330,Center,0.4602,0.3059
1779070838.6589,935,313,Center,0.4871,0.2901
1779070838.7559,1009,311,Center,0.526,0.2884
1779070838.848,1092,345,Center,0.5692,0.3203
1779070838.939,1077,377,Center,0.5613,0.3497
1779070839.0317,1042,386,Center,0.5428,0.3581
