timestamp,screen_x,screen_y,direction,h_ratio,v_ratio
1779067341.661,0,1080,Left,0.0,1.0
1779067341.7545,262,655,Left,0.1366,0.6068
1779067341.8594,349,537,Left,0.1821,0.4978
1779067341.9663,364,491,Left,0.1899,0.455
1779067342.0664,389,461,Left,0.2031,0.4275
1779067342.1834,448,289,Left,0.2335,0.2679
1779067342.2997,408,283,Left,0.2128,0.2629
1779067342.4185,396,295,Left,0.2063,0.2733
1779067342.5299,377,288,Left,0.1966,0.2674
1779067342.6387,387,244,Left,0.2018,0.2264
1779067342.7413,431,248,Left,0.2247,0.2304
1779067342.8522,525,268,Left,0.2736,0.2484
1779067342.9552,499,196,Left,0.2601,0.182
1779067343.0638,554,132,Left,0.289,0.1225
1779067343.1772,509,147,Left,0.2651,0.1368
1779067343.2779,406,220,Left,0.2118,0.2044
1779067343.3862,277,266,Left,0.1444,0.247
1779067343.5115,277,266,Left,0.1444,0.247
1779067343.6641,276,280,Left,0.1442,0.2595
1779067343.7713,260,354,Left,0.1356,0.3287
1779067343.8862,260,354,Left,0.1356,0.3287
1779067343.9945,260,354,Left,0.1356,0.3287
1779067344.0993,354,356,Left,0.1848,0.3299
1779067344.2093,429,268,Left,0.2236,0.2489
1779067344.3266,469,162,Left,0.2444,0.1507
1779067344.4335,503,194,Left,0.2624,0.1803
1779067344.5426,510,120,Left,0.2656,0.1112
1779067344.65,439,79,Left,0.2291,0.0732
1779067344.762,435,45,Left,0.2269,0.0422
1779067344.8732,479,102,Left,0.2497,0.0953
1779067344.9823,475,130,Left,0.2478,0.1209
1779067345.082,455,130,Left,0.2372,0.1209
1779067345.1942,474,130,Left,0.2472,0.1209
1779067345.2964,537,130,Left,0.2799,0.1209
1779067345.405,534,73,Left,0.2785,0.0678
1779067345.5022,562,0,Left,0.293,0.0
1779067345.6159,562,0,Left,0.293,0.0
1779067345.7264,566,0,Left,0.2951,0.0
1779067345.8469,537,0,Left,0.2799,0.0
1779067345.9683,489,0,Left,0.255,0.0
1779067346.0979,477,0,Left,0.2486,0.0
1779067346.2215,405,0,Left,0.211,0.0
1779067346.3477,415,0,Left,0.2164,0.0
1779067346.4759,438,0,Left,0.2282,0.0
1779067346.5873,413,44,Left,0.2155,0.0414
1779067346.702,419,44,Left,0.2185,0.0414
1779067346.8113,460,44,Left,0.2397,0.0414
1779067346.9361,466,50,Left,0.2432,0.0468
1779067347.0414,488,50,Left,0.2544,0.0468
1779067347.1424,542,5,Left,0.2823,0.0054
1779067347.2501,514,5,Left,0.2679,0.0054
1779067347.3642,535,9,Left,0.2791,0.0087
1779067347.4692,556,39,Left,0.2901,0.0362
1779067347.5837,538,83,Left,0.2807,0.0776
1779067347.6853,533,83,Left,0.278,0.0776
1779067347.7926,586,83,Left,0.3056,0.0776
1779067347.9055,618,80,Left,0.322,0.0743
1779067348.0142,638,44,Left,0.3323,0.0414
1779067348.1191,668,0,Left,0.3481,0.0
1779067348.229,668,0,Left,0.3484,0.0
1779067348.3337,638,0,Left,0.3325,0.0
1779067348.4471,601,0,Left,0.3135,0.0
1779067348.5636,572,0,Left,0.2982,0.0
1779067348.6729,564,0,Left,0.2939,0.0
1779067348.789,560,0,Left,0.2919,0.0
1779067348.8923,564,0,Left,0.294,0.0
1779067349.0033,590,0,Left,0.3077,0.0
1779067349.1064,577,0,Left,0.3008,0.0
1779067349.2064,536,0,Left,0.2796,0.0
1779067349.3133,517,35,Left,0.2696,0.0331
1779067349.4158,549,35,Left,0.2862,0.0331
1779067349.5221,533,35,Left,0.2778,0.0331
1779067349.6233,527,35,Left,0.2749,0.0331
1779067349.7323,560,35,Left,0.2921,0.0331
1779067349.8361,586,0,Left,0.3054,0.0
