timestamp,screen_x,screen_y,direction,h_ratio,v_ratio
1778640387.3921,882,304,Center,0.4595,0.282
1778640388.0346,842,381,Center,0.4386,0.353
1778640388.0875,870,410,Center,0.4536,0.3798
1778640388.525,898,348,Center,0.4679,0.3229
1778640389.8728,881,313,Center,0.4591,0.2907
1778640390.0808,865,326,Center,0.4507,0.3027
1778640390.1239,830,309,Center,0.4324,0.2866
1778640390.321,766,289,Left,0.3993,0.2681
1778640390.3645,716,341,Left,0.373,0.3161
1778640390.5665,711,404,Left,0.3707,0.3746
1778640390.6132,716,358,Left,0.3734,0.3316
1778640390.8192,747,325,Left,0.3892,0.3015
1778640390.8665,764,312,Left,0.3983,0.289
1778640391.0535,784,292,Center,0.4088,0.2704
1778640391.1027,762,306,Left,0.397,0.2835
1778640391.2967,731,365,Left,0.3807,0.3387
1778640391.3508,703,383,Left,0.3663,0.3549
1778640391.5181,699,393,Left,0.3641,0.3641
1778640391.5569,749,403,Left,0.3906,0.374
1778640391.7387,841,347,Center,0.4382,0.3218
1778640391.7848,1055,382,Center,0.5499,0.3541
1778640391.9625,1285,451,Right,0.6693,0.4177
1778640392.004,1490,480,Right,0.7765,0.445
1778640392.1807,1643,503,Right,0.856,0.466
1778640392.2355,1781,569,Right,0.928,0.5269
1778640392.4433,1781,549,Right,0.9276,0.5087
1778640392.4916,1763,515,Right,0.9184,0.4773
1778640392.6951,1757,508,Right,0.9154,0.4711
1778640392.7397,1738,540,Right,0.9054,0.5002
1778640393.0081,1717,542,Right,0.8943,0.5021
1778640393.0535,1674,555,Right,0.8721,0.5141
1778640393.322,1640,576,Right,0.8545,0.5337
1778640393.3684,1509,557,Right,0.7862,0.5161
1778640393.6188,1346,501,Right,0.7014,0.4648
1778640393.6696,1164,440,Right,0.6067,0.4075
1778640393.8853,1021,386,Center,0.532,0.3582
1778640393.9318,876,329,Center,0.4566,0.3052
1778640394.1471,848,312,Center,0.4421,0.2898
1778640394.194,822,302,Center,0.4282,0.2799
1778640394.3703,821,306,Center,0.4276,0.2838
1778640394.4149,794,313,Center,0.4139,0.29
1778640394.5883,764,318,Left,0.398,0.2949
1778640394.6358,710,322,Left,0.3702,0.2987
1778640394.813,673,322,Left,0.3508,0.2983
1778640394.86,636,322,Left,0.3314,0.2982
1778640395.0482,623,322,Left,0.3245,0.2984
1778640395.0978,848,350,Center,0.4418,0.3247
1778640395.271,1079,380,Center,0.562,0.3522
1778640395.3186,1322,425,Right,0.6889,0.3944
1778640395.4826,1565,472,Right,0.8154,0.4375
1778640395.5315,1809,507,Right,0.9427,0.4695
1778640395.7124,1821,519,Right,0.9486,0.4807
1778640395.7602,1844,529,Right,0.9609,0.49
1778640395.9316,1854,520,Right,0.9659,0.4822
1778640395.9791,1871,529,Right,0.9749,0.4902
1778640396.1489,1888,546,Right,0.9838,0.5063
1778640396.1975,1903,562,Right,0.9914,0.5211
1778640396.3647,1908,581,Right,0.9942,0.5384
1778640396.4073,1878,586,Right,0.9785,0.5434
1778640396.5943,1734,567,Right,0.9032,0.5253
1778640396.6505,1721,558,Right,0.8966,0.5171
1778640396.847,1715,565,Right,0.8933,0.5234
1778640396.8887,1684,538,Right,0.8772,0.4989
1778640397.0763,1677,561,Right,0.8737,0.5195
