timestamp,screen_x,screen_y,direction,h_ratio,v_ratio
1778961154.9191,911,437,Center,0.4745,0.4055
1778961154.9614,894,418,Center,0.466,0.3871
1778961155.0135,853,411,Center,0.4446,0.3813
1778961155.0548,827,418,Center,0.431,0.3875
1778961155.1028,816,424,Center,0.4251,0.3928
1778961155.1522,791,428,Center,0.4124,0.3969
1778961155.186,777,445,Center,0.4047,0.4128
1778961155.2432,787,461,Center,0.4103,0.4274
1778961155.2958,803,434,Center,0.4186,0.4024
1778961155.3518,816,438,Center,0.4255,0.4061
1778961155.3966,826,439,Center,0.4307,0.4065
1778961155.4523,834,433,Center,0.4345,0.4018
1778961155.4956,837,429,Center,0.4361,0.3977
1778961155.5472,840,459,Center,0.4376,0.4257
1778961156.581,841,457,Center,0.4381,0.4232
1778961156.6282,842,435,Center,0.4389,0.4035
1778961156.6797,849,413,Center,0.4423,0.3827
1778961156.7222,876,393,Center,0.4565,0.3644
1778961156.7837,890,371,Center,0.4635,0.3439
1778961156.8286,918,365,Center,0.4783,0.3386
1778961156.88,911,356,Center,0.4749,0.3304
1778961156.9311,900,356,Center,0.4692,0.3301
1778961157.0042,891,354,Center,0.4642,0.3283
1778961157.0665,894,342,Center,0.4661,0.3173
1778961157.1036,886,334,Center,0.4616,0.3101
1778961157.1455,931,320,Center,0.4854,0.2965
1778961157.2057,959,303,Center,0.4997,0.2811
1778961157.2359,966,312,Center,0.5031,0.2893
1778961157.2664,981,329,Center,0.5113,0.3052
1778961157.4908,1007,328,Center,0.525,0.304
1778961157.5365,1017,353,Center,0.5301,0.3277
1778961157.5782,1026,365,Center,0.5347,0.3381
1778961157.631,1039,362,Center,0.5414,0.3359
1778961157.6665,1034,347,Center,0.5387,0.3215
1778961157.6995,1042,330,Center,0.5429,0.3063
1778961157.7374,1040,324,Center,0.5418,0.3007
1778961157.7741,1053,333,Center,0.5486,0.3086
1778961157.8057,1076,341,Center,0.5605,0.3161
1778961157.853,1081,340,Center,0.5634,0.3152
1778961157.8928,1073,337,Center,0.5592,0.3129
1778961157.931,1071,361,Center,0.5578,0.335
1778961157.9734,1071,380,Center,0.5579,0.3522
1778961158.0073,1054,386,Center,0.5493,0.3577
1778961158.0423,1065,418,Center,0.5547,0.3873
1778961158.2798,1072,431,Center,0.5586,0.4
1778961158.3217,1054,413,Center,0.549,0.3831
1778961158.3601,1034,417,Center,0.5388,0.3867
1778961158.4001,1017,404,Center,0.5298,0.3747
1778961158.4384,996,385,Center,0.5193,0.357
1778961158.4768,958,383,Center,0.4994,0.3555
1778961158.5321,950,379,Center,0.4949,0.3511
1778961158.5719,947,380,Center,0.4935,0.3524
1778961158.6179,950,389,Center,0.495,0.3608
1778961158.661,955,401,Center,0.4979,0.3721
1778961158.6937,973,414,Center,0.5068,0.3837
1778961158.7398,988,425,Center,0.5146,0.3941
1778961158.7783,982,405,Center,0.5119,0.3758
1778961158.8121,989,389,Center,0.5154,0.3608
1778961158.8619,996,376,Center,0.5188,0.3485
1778961159.0747,1000,361,Center,0.521,0.3347
1778961159.1129,1004,347,Center,0.5231,0.3215
1778961159.1524,1024,334,Center,0.5334,0.31
1778961159.1957,1025,327,Center,0.5343,0.3029
1778961159.2332,1027,353,Center,0.5351,0.3276
1778961159.2753,1028,383,Center,0.5357,0.3547
1778961159.3057,1028,413,Center,0.5358,0.3833
1778961159.3401,1028,445,Center,0.5357,0.4128
1778961159.3923,1022,479,Center,0.5325,0.4441
1778961159.4299,1012,479,Center,0.5274,0.4441
1778961159.462,999,479,Center,0.5206,0.4441
1778961159.5001,999,479,Center,0.5206,0.4442
1778961159.5392,997,480,Center,0.5197,0.4447
1778961159.5702,1017,479,Center,0.53,0.4444
1778961159.6223,1039,479,Center,0.5415,0.4442
1778961159.8963,1064,479,Center,0.5545,0.4442
1778961159.9395,1070,450,Center,0.5578,0.4173
1778961159.9893,1079,422,Center,0.5624,0.3915
1778961160.0347,1075,395,Center,0.56,0.3666
1778961160.0802,1072,370,Center,0.5587,0.3427
1778961160.125,1040,347,Center,0.5418,0.3218
1778961160.1743,1014,355,Center,0.5285,0.3295
1778961160.2163,989,365,Center,0.5155,0.3388
1778961160.2786,963,377,Center,0.5017,0.3494
1778961160.3175,937,389,Center,0.4885,0.3608
1778961160.3721,942,398,Center,0.4908,0.3688
1778961160.4165,944,404,Center,0.4922,0.3749
1778961160.4644,947,408,Center,0.4933,0.3784
1778961160.5149,948,408,Center,0.4938,0.3783
1778961160.5616,946,405,Center,0.493,0.3756
1778961160.8001,964,403,Center,0.5024,0.3736
1778961160.8483,990,400,Center,0.5157,0.3713
1778961160.9011,1015,395,Center,0.529,0.3665
1778961160.9525,1042,390,Center,0.5428,0.3614
1778961160.9975,1067,357,Center,0.556,0.3306
1778961161.0433,1089,277,Center,0.5674,0.2568
1778961161.0854,1088,223,Center,0.5671,0.2065
1778961161.1309,1087,204,Center,0.5665,0.1892
1778961161.1845,1084,200,Center,0.5647,0.1854
1778961161.2331,1065,237,Center,0.555,0.22
1778961161.2855,1032,326,Center,0.5376,0.3027
1778961161.328,1014,394,Center,0.5282,0.3651
1778961161.38,997,430,Center,0.5193,0.3985
1778961161.4292,983,457,Center,0.5121,0.4238
1778961161.4771,986,438,Center,0.5137,0.4064
1778961161.6863,988,414,Center,0.5149,0.3834
1778961161.721,986,382,Center,0.5136,0.3544
1778961161.7599,982,384,Center,0.5116,0.3561
1778961161.8181,976,379,Center,0.5087,0.3513
1778961161.8534,970,402,Center,0.5056,0.3724
1778961161.9047,965,423,Center,0.5029,0.3919
1778961161.9434,964,446,Center,0.5026,0.4139
1778961161.9882,964,434,Center,0.5021,0.4025
1778961162.0382,964,426,Center,0.5022,0.3948
1778961162.0763,961,421,Center,0.5007,0.3901
1778961162.1239,957,416,Center,0.4986,0.3854
1778961162.1711,951,411,Center,0.4953,0.3808
1778961162.2282,957,402,Center,0.4988,0.373
1778961162.2625,988,387,Center,0.5147,0.3584
1778961162.3045,1016,368,Center,0.5295,0.3413
1778961162.5041,1060,381,Center,0.5525,0.3528
1778961162.5455,1100,387,Center,0.5732,0.3587
1778961162.5898,1127,396,Center,0.587,0.3673
1778961162.6274,1126,411,Center,0.5865,0.3812
1778961162.6791,1144,431,Center,0.5962,0.3994
1778961162.7276,1146,421,Center,0.5974,0.3907
1778961162.7799,1153,418,Right,0.6006,0.3873
1778961162.8242,1159,416,Right,0.6039,0.3852
1778961162.8572,1166,415,Right,0.6078,0.3847
1778961162.9155,1158,415,Right,0.6036,0.3848
1778961162.9534,1150,412,Center,0.599,0.3817
1778961163.0,1145,409,Center,0.5967,0.3796
1778961163.04,1139,407,Center,0.5936,0.3778
1778961163.0827,1153,407,Right,0.6006,0.3776
1778961163.1278,1166,409,Right,0.6073,0.3791
1778961163.3152,1180,416,Right,0.6149,0.3855
1778961163.3564,1149,425,Center,0.5986,0.3944
1778961163.4126,1123,434,Center,0.585,0.4027
1778961163.4799,1080,442,Center,0.5629,0.4094
1778961163.5454,1056,446,Center,0.5504,0.4136
1778961163.5875,1035,450,Center,0.5392,0.4171
1778961163.6283,1059,451,Center,0.5517,0.4181
1778961163.677,1077,451,Center,0.5613,0.4183
1778961163.7222,1093,450,Center,0.5696,0.4172
1778961163.7736,1090,449,Center,0.5682,0.4164
1778961163.8194,1085,449,Center,0.5656,0.4163
1778961163.8678,1079,449,Center,0.5621,0.4164
1778961163.9171,1075,450,Center,0.5602,0.4174
1778961163.9678,1074,452,Center,0.5598,0.4188
1778961164.0124,1075,451,Center,0.5599,0.4178
1778961164.2144,1075,444,Center,0.5602,0.4115
1778961164.2518,1074,437,Center,0.5596,0.4049
1778961164.2986,1073,430,Center,0.5589,0.3985
1778961164.3489,1070,422,Center,0.5574,0.3915
1778961164.3969,1067,416,Center,0.5557,0.386
1778961164.4484,1063,412,Center,0.5538,0.3822
1778961164.4901,1060,406,Center,0.5522,0.3763
1778961164.5374,1071,400,Center,0.558,0.3706
1778961164.5868,1081,393,Center,0.563,0.3648
1778961164.6281,1091,388,Center,0.5682,0.3596
1778961164.6775,1101,385,Center,0.5736,0.3565
1778961164.7343,1112,383,Center,0.5796,0.355
1778961164.7761,1109,380,Center,0.5779,0.3523
1778961164.818,1107,377,Center,0.5767,0.3495
1778961164.8638,1105,374,Center,0.5756,0.3464
1778961165.0496,1101,370,Center,0.5739,0.3429
