timestamp,screen_x,screen_y,direction,h_ratio,v_ratio
1778640438.8145,857,417,Center,0.4465,0.3862
1778640438.8591,853,325,Center,0.4446,0.3012
1778640439.031,859,338,Center,0.4475,0.3132
1778640439.0847,855,332,Center,0.4456,0.3075
1778640439.2642,853,328,Center,0.4443,0.3038
1778640439.3175,846,310,Center,0.4411,0.2874
1778640439.4982,840,321,Center,0.4378,0.2977
1778640439.5534,832,321,Center,0.4338,0.2976
1778640439.7481,824,315,Center,0.4296,0.2925
1778640439.7899,814,303,Center,0.4241,0.2809
1778640439.977,807,283,Center,0.4206,0.2622
1778640440.0317,809,315,Center,0.4218,0.2923
1778640440.2318,814,300,Center,0.4241,0.2778
1778640440.2699,821,299,Center,0.428,0.2776
1778640440.4464,834,331,Center,0.4344,0.307
1778640443.3779,955,304,Center,0.4977,0.2823
1778640443.5965,986,282,Center,0.514,0.2619
1778640443.787,980,313,Center,0.5106,0.2903
1778640443.8296,1008,360,Center,0.525,0.3341
1778640444.0701,1019,380,Center,0.5307,0.3528
1778640444.2545,903,464,Center,0.4706,0.4304
1778640448.1835,861,401,Center,0.4486,0.3719
1778640448.357,843,343,Center,0.4394,0.3178
1778640448.4034,868,254,Center,0.4521,0.2359
1778640448.58,908,205,Center,0.4732,0.1899
1778640448.6325,994,154,Center,0.5181,0.1433
1778640448.8502,1088,218,Center,0.567,0.2027
1778640448.8886,1077,268,Center,0.561,0.2486
1778640449.0668,1015,349,Center,0.529,0.324
1778640449.1074,966,403,Center,0.5036,0.3738
1778640449.3141,885,438,Center,0.4612,0.4062
1778640449.3641,903,585,Center,0.4706,0.542
1778640449.5533,956,653,Center,0.4984,0.6055
1778640449.6064,984,648,Center,0.5129,0.6004
1778640449.8228,1008,631,Center,0.5254,0.5847
1778640449.865,1013,591,Center,0.5278,0.5477
1778640450.0664,927,410,Center,0.4829,0.3797
1778640450.1098,926,318,Center,0.4827,0.2953
1778640450.2938,923,283,Center,0.4811,0.2626
1778640450.3402,897,284,Center,0.4674,0.263
1778640450.5106,903,324,Center,0.4704,0.3009
1778640450.5501,906,381,Center,0.4721,0.3529
1778640450.7485,911,414,Center,0.475,0.3835
1778640450.7995,919,447,Center,0.4787,0.4141
1778640450.9698,936,449,Center,0.488,0.4165
1778640451.0267,933,451,Center,0.4863,0.4181
1778640451.203,926,475,Center,0.4827,0.4401
1778640451.2492,907,483,Center,0.4725,0.4476
1778640451.4143,889,490,Center,0.4631,0.454
1778640451.4632,878,493,Center,0.4575,0.4573
1778640451.6247,880,500,Center,0.4585,0.4637
1778640451.6733,766,507,Left,0.399,0.4703
1778640451.8644,639,543,Left,0.333,0.5033
1778640451.9129,514,577,Left,0.2681,0.5344
1778640452.0688,391,611,Left,0.2037,0.5663
1778640452.1178,260,647,Left,0.1359,0.5991
1778640452.2797,248,658,Left,0.1292,0.6099
1778640452.3278,263,669,Left,0.1371,0.62
1778640452.4972,280,685,Left,0.146,0.6348
1778640452.5472,300,688,Left,0.1565,0.6373
1778640452.7149,327,692,Left,0.1707,0.6408
1778640452.7647,385,701,Left,0.2008,0.6495
1778640452.9392,419,690,Left,0.2186,0.6392
1778640452.9926,433,665,Left,0.2256,0.6166
1778640453.1677,445,672,Left,0.2321,0.6226
1778640453.2188,468,651,Left,0.2439,0.6033
1778640453.384,459,624,Left,0.2392,0.5785
1778640453.4375,472,622,Left,0.2459,0.5768
1778640453.601,496,612,Left,0.2588,0.5673
1778640453.6496,473,606,Left,0.2468,0.5613
1778640453.8463,445,621,Left,0.2318,0.5754
1778640453.884,405,626,Left,0.211,0.5802
1778640454.1042,402,637,Left,0.2096,0.59
1778640454.1533,397,644,Left,0.2071,0.5968
1778640454.3512,440,635,Left,0.2296,0.5886
1778640454.3956,459,617,Left,0.2393,0.5716
1778640454.5981,533,636,Left,0.2778,0.5896
1778640454.6382,550,604,Left,0.2868,0.5593
1778640455.0237,588,584,Left,0.3066,0.5413
1778640455.0682,649,562,Left,0.3384,0.5213
1778640455.254,742,560,Left,0.3866,0.519
1778640455.3031,782,517,Center,0.4075,0.479
1778640455.4935,831,508,Center,0.4328,0.4712
1778640455.5351,843,494,Center,0.4395,0.4575
1778640455.7153,828,485,Center,0.4313,0.4497
1778640455.7601,815,494,Center,0.425,0.4577
1778640455.9341,809,485,Center,0.4216,0.4499
1778640455.9845,791,476,Center,0.4123,0.4411
1778640456.1516,796,487,Center,0.4147,0.451
1778640456.1946,745,524,Left,0.3882,0.4855
1778640456.3732,693,539,Left,0.3612,0.4999
1778640456.4212,544,499,Left,0.2838,0.4625
1778640456.6314,540,502,Left,0.2816,0.4656
1778640456.8675,519,499,Left,0.2708,0.4626
1778640457.0886,520,425,Left,0.271,0.3937
1778640457.1373,481,506,Left,0.2506,0.4686
1778640457.3326,521,662,Left,0.2714,0.6137
1778640457.3753,444,700,Left,0.2315,0.6485
1778640457.5684,389,683,Left,0.2029,0.6329
1778640457.6112,385,744,Left,0.2006,0.6893
1778640457.7997,453,620,Left,0.236,0.5744
1778640457.8395,502,577,Left,0.2617,0.5346
1778640458.0286,579,519,Left,0.3016,0.4808
1778640458.0708,715,526,Left,0.3727,0.4879
1778640458.2598,842,497,Center,0.4388,0.4608
1778640458.3012,814,485,Center,0.4243,0.4493
1778640458.4955,801,406,Center,0.4177,0.3766
1778640458.5524,680,463,Left,0.3546,0.4295
1778640458.7351,471,516,Left,0.2458,0.4781
1778640458.7987,269,539,Left,0.1405,0.4994
1778640458.9777,152,587,Left,0.0795,0.5444
1778640459.0228,61,630,Left,0.0319,0.5834
1778640459.2178,31,624,Left,0.0165,0.5782
1778640459.2696,24,633,Left,0.013,0.5863
1778640459.4449,2,666,Left,0.0015,0.6167
1778640459.4817,2,678,Left,0.0015,0.628
1778640459.6543,0,693,Left,0.0,0.6419
1778640459.7035,0,709,Left,0.0,0.6567
