timestamp,screen_x,screen_y,direction,h_ratio,v_ratio
1779067365.0499,88,523,Left,0.0463,0.4848
1779067365.1,480,462,Left,0.2505,0.4284
1779067365.1278,615,458,Left,0.3207,0.4248
1779067365.161,682,430,Left,0.3552,0.3987
1779067365.1941,720,437,Left,0.3754,0.4052
1779067365.2251,867,432,Center,0.4519,0.4007
1779067365.2567,868,437,Center,0.4524,0.4047
1779067365.2899,856,416,Center,0.446,0.386
1779067365.3405,848,424,Center,0.4419,0.3932
1779067365.3641,833,391,Center,0.4342,0.3623
1779067365.3884,841,358,Center,0.4385,0.3322
1779067365.4239,836,337,Center,0.4354,0.3127
1779067365.4525,826,338,Center,0.4304,0.3131
1779067365.4834,820,324,Center,0.4274,0.3009
1779067365.5153,833,334,Center,0.434,0.3101
1779067365.5487,827,336,Center,0.4311,0.3112
1779067365.589,819,347,Center,0.4266,0.3219
1779067365.6115,871,359,Center,0.4539,0.3331
1779067365.6691,871,397,Center,0.4538,0.3685
1779067365.69,843,403,Center,0.4395,0.3734
1779067365.723,846,423,Center,0.4411,0.3921
1779067365.7594,844,432,Center,0.4397,0.4005
1779067365.7885,818,364,Center,0.4264,0.3378
1779067365.8232,825,312,Center,0.4302,0.2892
1779067365.8566,844,325,Center,0.4401,0.3017
1779067365.882,852,329,Center,0.4439,0.3053
1779067365.9139,879,317,Center,0.4582,0.294
1779067365.9803,908,383,Center,0.4731,0.3551
1779067366.0901,936,375,Center,0.4876,0.348
1779067366.2001,926,315,Center,0.4824,0.2924
1779067366.3165,873,293,Center,0.4549,0.272
1779067366.4333,853,225,Center,0.4444,0.2087
1779067366.5426,749,162,Left,0.3906,0.1508
1779067366.6501,700,175,Left,0.3649,0.1623
1779067366.7555,664,206,Left,0.3458,0.1911
1779067367.0282,656,174,Left,0.3419,0.1616
1779067367.13,624,170,Left,0.3254,0.1583
1779067367.2452,654,152,Left,0.3409,0.1413
1779067367.3651,639,98,Left,0.3332,0.0911
1779067367.4795,640,38,Left,0.3338,0.0359
1779067367.5793,648,0,Left,0.3377,0.0
1779067367.828,624,0,Left,0.3252,0.0
1779067367.9423,605,0,Left,0.3153,0.0
1779067368.0517,578,0,Left,0.3014,0.0
1779067368.1622,578,0,Left,0.3014,0.0
1779067368.2662,611,0,Left,0.3184,0.0
1779067368.3746,632,0,Left,0.3292,0.0
1779067368.4834,669,0,Left,0.3488,0.0
1779067368.5967,673,0,Left,0.3506,0.0
1779067368.8193,759,25,Left,0.3955,0.0232
1779067369.1479,852,94,Center,0.4439,0.0879
1779067369.2765,909,171,Center,0.4737,0.1584
1779067369.4061,949,182,Center,0.4947,0.1688
1779067369.5315,982,201,Center,0.5115,0.1867
1779067369.6651,977,176,Center,0.5092,0.1635
1779067369.7717,968,155,Center,0.5044,0.144
1779067369.8989,975,165,Center,0.5079,0.1533
1779067370.0011,1007,206,Center,0.5247,0.191
1779067370.1092,1063,235,Center,0.5539,0.2178
1779067370.2099,1096,284,Center,0.5711,0.2636
1779067370.3164,1081,305,Center,0.5635,0.2829
1779067370.4233,1111,248,Center,0.5791,0.2299
1779067370.5332,1148,223,Center,0.5981,0.2071
1779067370.6336,1195,205,Right,0.6229,0.1902
1779067370.7387,1222,204,Right,0.6367,0.1892
1779067370.8475,1264,230,Right,0.6587,0.2132
1779067370.9499,1287,300,Right,0.6705,0.2784
1779067371.0574,1271,366,Right,0.6622,0.3397
