timestamp,screen_x,screen_y,direction,h_ratio,v_ratio
1779105005.8496,790,390,Center,0.412,0.3613
1779105005.9099,859,413,Center,0.4474,0.3827
1779105005.9447,918,407,Center,0.4785,0.3772
1779105005.9802,947,396,Center,0.4934,0.3673
1779105006.0543,963,390,Center,0.502,0.3619
1779105006.0925,1011,386,Center,0.5267,0.358
1779105006.1309,1029,373,Center,0.536,0.3462
1779105006.164,1024,368,Center,0.5334,0.3416
1779105006.1992,1019,370,Center,0.5308,0.3431
1779105006.3731,1013,371,Center,0.528,0.3441
1779105006.5414,1007,372,Center,0.5249,0.3449
1779105006.5796,1002,373,Center,0.522,0.3457
1779105006.6182,994,374,Center,0.5179,0.3471
1779105006.6547,986,376,Center,0.5137,0.3488
1779105006.7315,991,384,Center,0.5163,0.3562
1779105006.7761,996,397,Center,0.519,0.3681
1779105006.915,1002,387,Center,0.5221,0.3588
1779105006.9548,1010,390,Center,0.5265,0.3619
1779105006.9929,1021,410,Center,0.5318,0.3801
1779105007.0292,1023,413,Center,0.5333,0.3828
1779105007.0658,1030,419,Center,0.5366,0.3883
1779105007.1017,1038,429,Center,0.5408,0.3977
1779105007.1386,1053,444,Center,0.5484,0.4115
1779105007.1716,1068,418,Center,0.5564,0.3873
1779105007.2393,1074,428,Center,0.5596,0.397
1779105007.2773,1060,432,Center,0.5525,0.4
1779105007.3124,1065,452,Center,0.5551,0.419
1779105007.3825,1063,449,Center,0.5538,0.4162
1779105007.4573,1051,455,Center,0.5476,0.4215
1779105007.4988,1014,435,Center,0.5286,0.4034
1779105007.5765,996,398,Center,0.519,0.3689
1779105007.635,939,359,Center,0.4894,0.3325
1779105007.6782,889,321,Center,0.4634,0.2979
1779105007.7225,848,298,Center,0.4421,0.276
1779105007.7814,832,304,Center,0.4336,0.2823
1779105007.8216,831,326,Center,0.4329,0.3022
1779105007.8964,842,348,Center,0.4387,0.3228
1779105007.9351,840,373,Center,0.4379,0.3455
1779105007.9788,848,395,Center,0.4417,0.3659
1779105008.0226,853,420,Center,0.4447,0.389
1779105008.0684,838,445,Center,0.437,0.4126
1779105008.1082,843,465,Center,0.4395,0.4306
1779105008.1468,853,469,Center,0.4448,0.4351
1779105008.1875,853,469,Center,0.4446,0.4344
1779105008.2291,863,470,Center,0.4497,0.4353
1779105008.2661,878,469,Center,0.4578,0.4349
1779105008.3083,884,475,Center,0.4609,0.4406
1779105008.3473,890,494,Center,0.4639,0.4575
1779105008.3894,894,522,Center,0.4658,0.4835
1779105008.4266,892,514,Center,0.4651,0.4765
1779105008.4607,879,510,Center,0.4579,0.4727
1779105008.4977,855,508,Center,0.4455,0.4704
1779105008.5394,842,508,Center,0.4386,0.4709
1779105008.5797,826,507,Center,0.4306,0.4702
1779105008.6183,853,505,Center,0.4445,0.4682
1779105008.6573,899,503,Center,0.4686,0.4659
1779105008.6938,942,500,Center,0.4908,0.4631
1779105008.7289,972,497,Center,0.5065,0.4603
1779105008.7714,1020,493,Center,0.5315,0.4568
1779105008.811,1025,488,Center,0.5342,0.4527
1779105008.8457,1019,484,Center,0.531,0.4486
1779105008.8853,1021,480,Center,0.532,0.4447
1779105008.9224,1026,476,Center,0.5347,0.4411
1779105008.967,1018,473,Center,0.5304,0.4388
1779105009.0035,1010,473,Center,0.5261,0.4386
1779105009.0401,1003,473,Center,0.5226,0.4385
1779105009.0796,998,474,Center,0.5198,0.4398
1779105009.1191,975,477,Center,0.5082,0.4421
1779105009.1602,954,480,Center,0.497,0.4451
1779105009.1952,932,483,Center,0.4859,0.4481
1779105009.2352,911,486,Center,0.4748,0.4503
1779105009.2743,887,488,Center,0.4622,0.452
1779105009.3195,878,489,Center,0.4577,0.4533
1779105009.359,868,497,Center,0.4523,0.4604
1779105009.3956,859,504,Center,0.4479,0.4674
1779105009.4364,849,512,Center,0.4424,0.4743
1779105009.4761,835,516,Center,0.4351,0.4781
1779105009.5163,829,517,Center,0.4318,0.4796
1779105009.5253,824,512,Center,0.4295,0.4748
1779105009.5374,819,507,Center,0.4267,0.47
1779105009.5961,818,503,Center,0.4265,0.4665
1779105009.6402,823,502,Center,0.4291,0.4656
1779105009.6783,821,504,Center,0.4281,0.467
1779105009.7191,817,505,Center,0.4259,0.4677
1779105009.7633,812,506,Center,0.423,0.4688
1779105009.8005,805,506,Center,0.4194,0.4688
1779105009.8383,813,503,Center,0.4235,0.466
1779105009.8753,811,499,Center,0.4229,0.4627
1779105009.9169,821,496,Center,0.4277,0.4597
1779105009.9545,835,491,Center,0.4354,0.455
1779105009.9942,854,486,Center,0.4453,0.4502
1779105010.0339,863,483,Center,0.4497,0.4476
1779105010.0741,866,480,Center,0.4515,0.4447
1779105010.1163,875,474,Center,0.4562,0.4397
1779105010.1543,868,471,Center,0.4521,0.4362
1779105010.1934,862,467,Center,0.4491,0.4332
1779105010.2284,854,461,Center,0.445,0.4272
1779105010.2669,862,452,Center,0.4493,0.419
1779105010.3111,857,445,Center,0.4464,0.4125
1779105010.3486,844,437,Center,0.44,0.4053
1779105010.3902,832,429,Center,0.4337,0.398
1779105010.4303,823,424,Center,0.4291,0.3927
1779105010.4708,799,421,Center,0.4166,0.3906
1779105010.5145,777,421,Center,0.4051,0.3907
1779105010.5515,791,420,Center,0.4123,0.3889
1779105010.5887,796,414,Center,0.4148,0.3834
1779105010.6258,798,405,Center,0.4159,0.3753
1779105010.6668,816,395,Center,0.4254,0.3659
1779105010.7045,840,414,Center,0.4379,0.384
1779105010.7415,852,430,Center,0.4443,0.3986
1779105010.7786,870,447,Center,0.4533,0.4148
1779105010.8146,889,458,Center,0.4631,0.4242
1779105010.8602,907,463,Center,0.4728,0.4289
1779105010.8983,919,433,Center,0.4787,0.4009
1779105010.9364,926,404,Center,0.4825,0.3748
1779105010.9756,947,375,Center,0.4936,0.348
1779105011.0121,951,395,Center,0.4954,0.3666
1779105011.0517,970,419,Center,0.5054,0.3885
1779105011.0907,974,445,Center,0.5076,0.4124
1779105011.1282,966,474,Center,0.5032,0.4392
1779105011.1693,944,506,Center,0.4917,0.4692
1779105011.2068,939,501,Center,0.4891,0.4643
1779105011.2424,917,498,Center,0.4777,0.4616
1779105011.2878,910,497,Center,0.4742,0.4607
1779105011.3213,915,497,Center,0.4766,0.4608
1779105011.3589,914,498,Center,0.4762,0.4611
1779105011.4006,910,498,Center,0.4743,0.4618
1779105011.4404,922,499,Center,0.4804,0.4624
1779105011.4744,932,500,Center,0.4856,0.4631
1779105011.5105,937,501,Center,0.4884,0.4639
1779105011.5505,959,503,Center,0.4998,0.4658
1779105011.5875,979,506,Center,0.5101,0.469
1779105011.6275,981,510,Center,0.511,0.4727
1779105011.6745,983,514,Center,0.512,0.4765
1779105011.7163,989,518,Center,0.5152,0.4805
1779105011.7525,980,521,Center,0.5107,0.4832
1779105011.7934,974,522,Center,0.5077,0.4839
1779105011.8366,971,522,Center,0.5057,0.484
1779105011.8716,968,522,Center,0.5046,0.484
1779105011.914,968,521,Center,0.5044,0.4829
1779105011.9535,969,519,Center,0.5047,0.4814
1779105011.9966,970,518,Center,0.5054,0.48
1779105012.0372,972,516,Center,0.5063,0.4785
1779105012.0788,973,515,Center,0.5072,0.4769
1779105012.1161,974,513,Center,0.5076,0.4758
1779105012.1565,973,512,Center,0.5069,0.4745
1779105012.1927,971,507,Center,0.5058,0.4701
1779105012.2313,968,501,Center,0.5044,0.4645
1779105012.2756,965,495,Center,0.5027,0.4587
1779105012.3113,961,489,Center,0.5009,0.4528
1779105012.3533,959,482,Center,0.5,0.4465
1779105012.3914,957,475,Center,0.4988,0.4399
1779105012.4295,955,468,Center,0.4976,0.4342
1779105012.4751,953,462,Center,0.4964,0.4283
1779105012.5131,951,455,Center,0.4957,0.4219
1779105012.5503,950,448,Center,0.4952,0.4154
1779105012.5944,950,445,Center,0.495,0.4123
1779105012.6325,950,442,Center,0.4951,0.4097
1779105012.6768,953,440,Center,0.4965,0.4078
1779105012.7143,956,439,Center,0.4982,0.4069
1779105012.7535,960,439,Center,0.5002,0.4073
1779105012.7956,951,444,Center,0.4954,0.4116
1779105012.8362,926,452,Center,0.4825,0.4186
1779105012.8782,904,461,Center,0.4712,0.4271
1779105012.9192,868,471,Center,0.4524,0.4365
1779105012.9586,833,482,Center,0.4343,0.4465
1779105012.9988,813,487,Center,0.4238,0.4518
1779105013.039,809,490,Center,0.4215,0.4543
1779105013.0765,799,491,Center,0.4162,0.4548
1779105013.1115,816,483,Center,0.4252,0.4474
1779105013.1552,846,472,Center,0.4409,0.4378
