timestamp,screen_x,screen_y,direction,h_ratio,v_ratio
1779159946.3475,1004,352,Center,0.5234,0.3266
1779159946.3803,1009,354,Center,0.5259,0.3286
1779159946.4162,1012,355,Center,0.5271,0.3296
1779159946.4634,1015,358,Center,0.529,0.3318
1779159946.571,1016,360,Center,0.5296,0.3337
1779159946.62,1027,364,Center,0.5354,0.3372
1779159946.667,1043,366,Center,0.5433,0.339
1779159946.7163,1048,367,Center,0.5459,0.3404
1779159946.7566,1042,365,Center,0.5431,0.3383
1779159946.8089,1039,361,Center,0.5415,0.3347
1779159946.8466,1031,355,Center,0.5374,0.3294
1779159946.8958,1018,348,Center,0.5304,0.3231
1779159946.9469,1019,342,Center,0.531,0.3168
1779159946.9934,1031,338,Center,0.5375,0.3131
1779159947.0433,988,268,Center,0.5146,0.2485
1779159947.0863,915,199,Center,0.4769,0.1849
1779159947.1553,781,133,Center,0.4069,0.1234
1779159947.2006,614,87,Left,0.3203,0.0812
1779159947.2659,433,37,Left,0.2256,0.0345
1779159947.3254,305,83,Left,0.1591,0.0773
1779159947.3851,218,126,Left,0.1137,0.1175
1779159947.4355,233,207,Left,0.1215,0.1923
1779159947.4837,218,235,Left,0.1139,0.218
1779159947.5472,195,255,Left,0.1019,0.2367
1779159947.6038,184,269,Left,0.0962,0.2495
1779159947.6465,212,359,Left,0.1106,0.3328
1779159947.6958,167,381,Left,0.0874,0.353
1779159947.7424,152,433,Left,0.0796,0.4017
1779159947.7896,150,488,Left,0.0786,0.4525
1779159947.8353,132,518,Left,0.0688,0.4802
1779159947.881,60,505,Left,0.0313,0.4678
1779159947.9241,57,467,Left,0.0302,0.4327
1779159947.9674,43,470,Left,0.0229,0.436
1779159948.0108,38,482,Left,0.0201,0.4464
1779159948.0829,38,502,Left,0.0201,0.4654
1779159948.1162,38,480,Left,0.0201,0.4454
1779159948.1559,0,519,Left,0.0,0.481
1779159948.2013,0,523,Left,0.0,0.4847
1779159948.2369,0,509,Left,0.0,0.4722
1779159948.2701,0,527,Left,0.0,0.4882
1779159948.3102,0,518,Left,0.0,0.4802
1779159948.3474,0,534,Left,0.0,0.4952
1779159948.3857,0,559,Left,0.0,0.5177
1779159948.4358,0,562,Left,0.0,0.5212
1779159948.4753,0,545,Left,0.0,0.5054
1779159948.5127,0,555,Left,0.0,0.5148
1779159948.5655,0,534,Left,0.0,0.4946
1779159948.6034,0,505,Left,0.0,0.468
1779159948.6515,0,498,Left,0.0,0.4613
1779159948.689,0,488,Left,0.0,0.4523
1779159948.7318,0,481,Left,0.0,0.4455
1779159948.7711,0,498,Left,0.0,0.4619
1779159948.804,0,533,Left,0.0,0.4937
1779159948.8389,7,544,Left,0.0037,0.5042
1779159948.8733,36,565,Left,0.019,0.5232
1779159948.9112,36,604,Left,0.019,0.5596
1779159948.948,36,598,Left,0.019,0.5546
1779159948.994,48,606,Left,0.0251,0.5619
1779159949.0332,59,652,Left,0.0311,0.6041
1779159949.0694,30,628,Left,0.0159,0.5816
1779159949.1048,33,613,Left,0.0173,0.5681
1779159949.1501,33,652,Left,0.0173,0.6045
1779159949.1958,21,656,Left,0.0112,0.6075
1779159949.2324,2,634,Left,0.0015,0.5875
1779159949.272,17,677,Left,0.009,0.6271
1779159949.3228,80,663,Left,0.0418,0.6143
1779159949.3582,113,623,Left,0.0592,0.5774
1779159949.3934,115,561,Left,0.0602,0.5203
1779159949.4285,151,553,Left,0.0789,0.5127
1779159949.4676,198,522,Left,0.1032,0.4836
1779159949.6859,132,547,Left,0.0689,0.5072
1779159949.7254,106,560,Left,0.0557,0.5193
1779159949.7598,104,555,Left,0.0547,0.5145
1779159949.809,69,546,Left,0.036,0.5056
1779159949.8531,7,562,Left,0.0042,0.5207
1779159949.9036,7,518,Left,0.0042,0.4803
1779159949.946,0,481,Left,0.0,0.4461
1779159949.9969,0,528,Left,0.0,0.489
1779159950.034,6,521,Left,0.0032,0.4827
1779159950.0718,6,505,Left,0.0032,0.4685
1779159950.1213,6,536,Left,0.0032,0.4967
1779159950.1554,6,548,Left,0.0032,0.5081
1779159950.2096,6,532,Left,0.0034,0.4929
1779159950.2525,16,539,Left,0.0084,0.4996
1779159950.2984,27,511,Left,0.0142,0.474
1779159950.3476,53,471,Left,0.0277,0.4368
1779159950.3988,53,463,Left,0.0277,0.4289
1779159950.4435,52,428,Left,0.0276,0.3972
1779159950.4841,37,443,Left,0.0193,0.4105
1779159950.535,25,466,Left,0.0135,0.4322
1779159950.5819,0,504,Left,0.0,0.4669
1779159950.6298,0,499,Left,0.0,0.4629
1779159950.6663,0,515,Left,0.0,0.4772
1779159950.7223,0,482,Left,0.0,0.4465
1779159950.7663,0,468,Left,0.0,0.4338
1779159950.8163,0,475,Left,0.0,0.4399
1779159950.8565,0,495,Left,0.0,0.4585
1779159950.9074,0,516,Left,0.0,0.4785
1779159950.9556,149,540,Left,0.0781,0.5009
1779159951.004,362,513,Left,0.1888,0.4752
1779159951.0447,608,456,Left,0.3171,0.4229
1779159951.0922,873,415,Center,0.4549,0.3845
1779159951.1297,1168,379,Right,0.6083,0.3512
1779159951.1721,1315,334,Right,0.6854,0.31
1779159951.224,1409,339,Right,0.7343,0.3143
1779159951.2665,1460,338,Right,0.7605,0.3134
1779159951.3156,1496,343,Right,0.7797,0.3179
1779159951.3528,1486,327,Right,0.7744,0.3029
1779159951.3916,1480,323,Right,0.771,0.2991
1779159951.4374,1457,331,Right,0.7589,0.3068
1779159951.4821,1435,347,Right,0.7476,0.3216
1779159951.5335,1418,342,Right,0.739,0.317
1779159951.5813,1411,345,Right,0.7354,0.3197
1779159951.6272,1396,364,Right,0.7275,0.3373
1779159951.6786,1381,355,Right,0.7195,0.3294
1779159951.7266,1376,342,Right,0.7169,0.3173
1779159951.7772,1361,353,Right,0.709,0.3272
1779159951.8305,1355,361,Right,0.7058,0.3344
1779159951.8833,1352,353,Right,0.7043,0.3275
1779159951.935,1359,372,Right,0.7083,0.3452
1779159951.9921,1360,370,Right,0.7086,0.3427
1779159952.0439,1369,380,Right,0.7133,0.3521
1779159952.0956,1371,387,Right,0.7144,0.3589
1779159952.1432,1363,369,Right,0.7104,0.3426
1779159952.1941,1360,365,Right,0.7085,0.3383
1779159952.2487,1362,368,Right,0.7094,0.3415
1779159952.302,1352,359,Right,0.7042,0.3325
1779159952.3552,1356,356,Right,0.7067,0.3303
1779159952.4066,1380,387,Right,0.7189,0.3585
1779159952.4536,1383,369,Right,0.7205,0.3417
1779159952.5061,1390,366,Right,0.7241,0.339
1779159952.5563,1402,377,Right,0.7303,0.3491
1779159952.6097,1401,387,Right,0.7301,0.3589
1779159952.6605,1388,356,Right,0.7231,0.3303
1779159952.7106,1385,370,Right,0.7216,0.3434
1779159952.7579,1377,386,Right,0.7173,0.3576
1779159952.8094,1361,384,Right,0.7093,0.3556
1779159952.8553,1366,359,Right,0.7116,0.3329
1779159952.9093,1344,305,Right,0.7004,0.283
1779159952.9623,1344,305,Right,0.7004,0.283
1779159953.0153,1344,305,Right,0.7004,0.283
1779159953.0675,1270,227,Right,0.6616,0.2105
1779159953.1195,1250,198,Right,0.6512,0.1842
1779159953.1732,1266,191,Right,0.6599,0.1774
1779159953.2263,1276,201,Right,0.6648,0.1864
1779159953.2786,1313,278,Right,0.6843,0.2578
1779159953.3324,1407,335,Right,0.7333,0.3107
1779159953.3849,1446,346,Right,0.7535,0.3211
1779159953.4407,1450,333,Right,0.7554,0.3086
1779159953.4978,1440,320,Right,0.7504,0.2971
1779159953.5502,1440,306,Right,0.7501,0.2835
1779159953.6032,1433,309,Right,0.7467,0.2862
1779159953.6582,1427,305,Right,0.7434,0.2824
1779159953.7125,1424,299,Right,0.7421,0.277
1779159953.7656,1425,316,Right,0.7425,0.2929
1779159953.8198,1418,332,Right,0.7387,0.3078
1779159953.8744,1420,347,Right,0.7399,0.322
1779159953.9284,1425,364,Right,0.7423,0.3378
1779159953.9852,1435,380,Right,0.7476,0.3525
1779159954.0418,1435,368,Right,0.7474,0.3413
1779159954.092,1421,358,Right,0.7404,0.3317
1779159954.1444,1405,350,Right,0.732,0.325
1779159954.1919,1389,344,Right,0.7239,0.3187
1779159954.2488,1369,338,Right,0.7131,0.3132
1779159954.302,1359,333,Right,0.708,0.3092
1779159954.3536,1362,325,Right,0.7097,0.3015
1779159954.4001,1369,314,Right,0.7133,0.2913
